OrderID,CustomerID,MaterialCode,OrderDate,City,Quantity,Status
OIND005117,7926,WPUR300,2025-04-28,Bangalore,1,In Process
OIND005118,1210,WPUR200,2025-04-29,Chennai,4,Delivered
OIND005119,4076,WPUR200,2025-04-30,Pune,3,Delivered
OIND005120,1835,WPUR300,2025-05-01,Mumbai,4,Delivered
OIND005121,4951,WPUR200,2025-05-02,Bangalore,1,Delivered
OIND005122,9543,WPUR100,2025-05-03,Chennai,1,Delivered
OIND005123,5232,WPUR200,2025-05-04,Hyderabad,3,Delivered
OIND005124,9628,WPUR100,2025-05-05,Delhi,3,Delivered
OIND005125,3712,WPUR100,2025-05-06,Chennai,4,Open
OIND005126,2791,WPUR200,2025-05-07,Mumbai,3,Open
OIND005127,7733,WPUR300,2025-05-08,Pune,3,In Process
OIND005128,5307,WPUR100,2025-05-09,Hyderabad,1,Open
OIND005129,2935,WPUR200,2025-05-10,Mumbai,1,Open
OIND005130,5063,WPUR300,2025-05-11,Bangalore,3,Delivered
OIND005131,9870,WPUR300,2025-05-12,Hyderabad,1,In Process
OIND005132,9602,WPUR200,2025-05-13,Pune,3,Delivered
OIND005133,3135,WPUR300,2025-05-14,Pune,4,In Process
OIND005134,8358,WPUR200,2025-05-15,Pune,4,Delivered
OIND005135,5329,WPUR200,2025-05-16,Delhi,2,In Process
OIND005136,6623,WPUR300,2025-05-17,Delhi,3,Open
OIND005137,3542,WPUR200,2025-05-18,Delhi,1,Delivered
OIND005138,2694,WPUR100,2025-05-19,Pune,3,Delivered
OIND005139,8653,WPUR200,2025-05-20,Delhi,2,Open
OIND005140,7683,WPUR100,2025-05-21,Pune,1,Open
OIND005141,8230,WPUR200,2025-05-22,Mumbai,3,Open
OIND005142,6456,WPUR300,2025-05-23,Delhi,3,Open
OIND005143,5588,WPUR100,2025-05-24,Hyderabad,4,In Process
OIND005144,2246,WPUR100,2025-05-25,Pune,2,In Process
OIND005145,8853,WPUR100,2025-05-26,Hyderabad,3,In Process
OIND005146,9661,WPUR300,2025-05-27,Pune,3,Open
OIND005147,2403,WPUR100,2025-05-28,Hyderabad,3,In Process
OIND005148,6193,WPUR200,2025-05-29,Bangalore,3,In Process
OIND005149,1161,WPUR200,2025-05-30,Bangalore,1,In Process
OIND005150,3065,WPUR300,2025-05-31,Bangalore,4,Delivered
OIND005151,1178,WPUR200,2025-06-01,Delhi,2,In Process
OIND005152,5019,WPUR300,2025-06-02,Mumbai,2,Open
OIND005153,7229,WPUR300,2025-06-03,Hyderabad,2,Open
OIND005154,8375,WPUR300,2025-06-04,Bangalore,2,Open
OIND005155,3691,WPUR200,2025-06-05,Mumbai,3,Delivered
OIND005156,6871,WPUR100,2025-06-06,Pune,4,Open
OIND005157,8831,WPUR300,2025-06-07,Pune,1,In Process
OIND005158,7511,WPUR100,2025-06-08,Bangalore,2,Delivered
OIND005159,3273,WPUR200,2025-06-09,Bangalore,3,In Process
OIND005160,7829,WPUR200,2025-06-10,Mumbai,4,Open
OIND005161,2600,WPUR100,2025-06-11,Bangalore,3,Delivered
OIND005162,7979,WPUR200,2025-06-12,Delhi,3,Delivered
OIND005163,6874,WPUR100,2025-06-13,Chennai,1,Open
OIND005164,6725,WPUR100,2025-06-14,Pune,3,Delivered
OIND005165,1811,WPUR100,2025-06-15,Bangalore,2,Open
OIND005166,4980,WPUR100,2025-06-16,Delhi,3,Delivered
OIND005167,5459,WPUR100,2025-06-17,Mumbai,3,In Process
OIND005168,7992,WPUR200,2025-06-18,Pune,4,In Process
OIND005169,8169,WPUR300,2025-06-19,Delhi,3,Open
OIND005170,3468,WPUR300,2025-06-20,Hyderabad,1,Delivered
OIND005171,4671,WPUR200,2025-06-21,Bangalore,3,Delivered
OIND005172,4290,WPUR100,2025-06-22,Pune,2,Open
OIND005173,9704,WPUR300,2025-06-23,Bangalore,4,Open
OIND005174,1784,WPUR200,2025-06-24,Bangalore,1,Open
OIND005175,7225,WPUR200,2025-06-25,Chennai,4,In Process
OIND005176,5722,WPUR300,2025-06-26,Chennai,2,Delivered
OIND005177,8418,WPUR100,2025-06-27,Delhi,3,Open
OIND005178,4972,WPUR100,2025-06-28,Chennai,4,Delivered
OIND005179,7483,WPUR100,2025-06-29,Pune,2,In Process
OIND005180,9045,WPUR300,2025-06-30,Pune,1,In Process
OIND005181,9942,WPUR200,2025-07-01,Pune,2,In Process
OIND005182,2194,WPUR100,2025-07-02,Mumbai,4,In Process
OIND005183,5664,WPUR100,2025-07-03,Pune,3,In Process
OIND005184,5009,WPUR100,2025-07-04,Bangalore,4,Delivered
OIND005185,5600,WPUR100,2025-07-05,Pune,1,Open
OIND005186,9269,WPUR200,2025-07-06,Mumbai,2,Delivered
OIND005187,9936,WPUR200,2025-07-07,Hyderabad,3,Open
OIND005188,8812,WPUR300,2025-07-08,Delhi,3,Open
OIND005189,9258,WPUR100,2025-07-09,Mumbai,4,Open
OIND005190,3577,WPUR100,2025-07-10,Mumbai,2,Delivered
OIND005191,7413,WPUR300,2025-07-11,Delhi,4,In Process
OIND005192,7410,WPUR300,2025-07-12,Bangalore,4,Open
OIND005193,4167,WPUR300,2025-07-13,Hyderabad,4,In Process
OIND005194,7555,WPUR200,2025-07-14,Mumbai,1,Open
OIND005195,3824,WPUR300,2025-07-15,Chennai,4,In Process
OIND005196,7423,WPUR100,2025-07-16,Mumbai,4,In Process
OIND005197,2172,WPUR100,2025-07-17,Hyderabad,3,In Process
OIND005198,5066,WPUR300,2025-07-18,Bangalore,2,Delivered
OIND005199,7994,WPUR200,2025-07-19,Chennai,1,Open
OIND005200,8308,WPUR200,2025-07-20,Hyderabad,3,Open
OIND005201,2649,WPUR100,2025-07-21,Hyderabad,4,In Process
OIND005202,2618,WPUR200,2025-07-22,Delhi,3,In Process
OIND005203,1241,WPUR300,2025-07-23,Mumbai,3,In Process
OIND005204,9062,WPUR100,2025-07-24,Delhi,3,In Process
OIND005205,5243,WPUR200,2025-07-25,Delhi,3,Delivered
OIND005206,7476,WPUR100,2025-07-26,Pune,1,Delivered
OIND005207,4448,WPUR300,2025-07-27,Delhi,3,Delivered
OIND005208,8453,WPUR200,2025-07-28,Delhi,1,Open
OIND005209,4173,WPUR300,2025-07-29,Bangalore,3,Delivered
OIND005210,3441,WPUR300,2025-07-30,Pune,3,Open
OIND005211,6387,WPUR100,2025-07-31,Delhi,4,Delivered
OIND005212,6548,WPUR300,2025-08-01,Delhi,2,Delivered
OIND005213,7430,WPUR100,2025-08-02,Chennai,4,Delivered
OIND005214,9803,WPUR200,2025-08-03,Hyderabad,2,Delivered
OIND005215,4208,WPUR300,2025-08-04,Pune,2,Delivered
OIND005216,6238,WPUR100,2025-08-05,Hyderabad,3,Open
OIND005217,3463,WPUR300,2025-08-06,Delhi,2,In Process
OIND005218,2750,WPUR100,2025-08-07,Delhi,1,Delivered
OIND005219,2560,WPUR300,2025-08-08,Bangalore,3,Delivered
OIND005220,7495,WPUR200,2025-08-09,Hyderabad,2,Open
OIND005221,7934,WPUR200,2025-08-10,Pune,4,In Process
OIND005222,8653,WPUR200,2025-08-11,Mumbai,4,Open
OIND005223,3710,WPUR200,2025-08-12,Mumbai,4,Open
OIND005224,2995,WPUR200,2025-08-13,Bangalore,3,Delivered
OIND005225,8867,WPUR100,2025-08-14,Chennai,4,In Process
OIND005226,1514,WPUR200,2025-08-15,Chennai,1,Open
OIND005227,5423,WPUR100,2025-08-16,Bangalore,2,Delivered
OIND005228,1029,WPUR300,2025-08-17,Mumbai,4,In Process
OIND005229,9916,WPUR100,2025-08-18,Delhi,2,Open
OIND005230,7399,WPUR100,2025-08-19,Bangalore,1,Delivered
OIND005231,9424,WPUR200,2025-08-20,Mumbai,2,Open
OIND005232,8099,WPUR200,2025-08-21,Hyderabad,2,In Process
OIND005233,2154,WPUR200,2025-08-22,Mumbai,1,Open
OIND005234,4731,WPUR200,2025-08-23,Delhi,1,Open
OIND005235,3325,WPUR200,2025-08-24,Delhi,4,Delivered
OIND005236,7449,WPUR200,2025-08-25,Bangalore,1,In Process
OIND005237,2832,WPUR100,2025-08-26,Mumbai,3,In Process
OIND005238,6818,WPUR200,2025-08-27,Mumbai,4,Open
OIND005239,9849,WPUR300,2025-08-28,Chennai,3,Open
OIND005240,5066,WPUR100,2025-08-29,Hyderabad,3,Delivered
OIND005241,6648,WPUR300,2025-08-30,Delhi,4,Delivered
OIND005242,4251,WPUR200,2025-08-31,Bangalore,2,Delivered
OIND005243,7945,WPUR300,2025-09-01,Mumbai,4,Delivered
OIND005244,7636,WPUR100,2025-09-02,Bangalore,1,In Process
OIND005245,2144,WPUR300,2025-09-03,Bangalore,2,In Process
OIND005246,2281,WPUR100,2025-09-04,Chennai,1,In Process
OIND005247,5762,WPUR100,2025-09-05,Delhi,2,Open
OIND005248,4603,WPUR300,2025-09-06,Hyderabad,3,In Process
OIND005249,3876,WPUR200,2025-09-07,Hyderabad,2,Open
OIND005250,8101,WPUR200,2025-09-08,Pune,1,Open
OIND005251,6621,WPUR300,2025-09-09,Bangalore,2,In Process
OIND005252,5847,WPUR300,2025-09-10,Hyderabad,4,Open
OIND005253,4157,WPUR300,2025-09-11,Pune,4,Open
OIND005254,9499,WPUR300,2025-09-12,Delhi,3,Delivered
OIND005255,8709,WPUR200,2025-09-13,Chennai,4,In Process
OIND005256,7989,WPUR100,2025-09-14,Mumbai,4,Delivered
OIND005257,6982,WPUR100,2025-09-15,Pune,1,Open
OIND005258,1155,WPUR100,2025-09-16,Chennai,1,In Process
OIND005259,4156,WPUR200,2025-09-17,Mumbai,2,Open
OIND005260,4616,WPUR100,2025-09-18,Pune,2,In Process
OIND005261,6272,WPUR200,2025-09-19,Chennai,4,Open
OIND005262,8402,WPUR200,2025-09-20,Delhi,1,Delivered
OIND005263,6057,WPUR100,2025-09-21,Hyderabad,3,Delivered
OIND005264,7834,WPUR100,2025-09-22,Delhi,4,In Process
OIND005265,6843,WPUR100,2025-09-23,Bangalore,3,Open
OIND005266,5599,WPUR200,2025-09-24,Chennai,3,In Process
OIND005267,7749,WPUR200,2025-09-25,Chennai,3,Delivered
OIND005268,8378,WPUR300,2025-09-26,Hyderabad,1,In Process
OIND005269,3296,WPUR300,2025-09-27,Delhi,2,Open
OIND005270,6512,WPUR200,2025-09-28,Hyderabad,2,Open
OIND005271,3633,WPUR200,2025-09-29,Delhi,4,In Process
OIND005272,1144,WPUR300,2025-09-30,Chennai,1,Open
OIND005273,7770,WPUR300,2025-10-01,Pune,4,In Process
OIND005274,2571,WPUR100,2025-10-02,Pune,3,Open
OIND005275,6910,WPUR300,2025-10-03,Chennai,2,Delivered
OIND005276,2375,WPUR200,2025-10-04,Pune,4,Delivered
OIND005277,8716,WPUR200,2025-10-05,Chennai,2,Open
OIND005278,6551,WPUR100,2025-10-06,Bangalore,2,Delivered
OIND005279,1492,WPUR100,2025-10-07,Mumbai,4,Delivered
OIND005280,6530,WPUR300,2025-10-08,Mumbai,4,Open
OIND005281,5280,WPUR300,2025-10-09,Bangalore,4,In Process
OIND005282,6536,WPUR200,2025-10-10,Mumbai,4,Delivered
OIND005283,2285,WPUR200,2025-10-11,Mumbai,1,Delivered
OIND005284,2045,WPUR300,2025-10-12,Bangalore,2,In Process
OIND005285,2934,WPUR200,2025-10-13,Chennai,3,Delivered
OIND005286,2191,WPUR100,2025-10-14,Mumbai,1,Delivered
OIND005287,8814,WPUR100,2025-10-15,Hyderabad,2,Delivered
OIND005288,4942,WPUR300,2025-10-16,Chennai,1,In Process
OIND005289,6096,WPUR200,2025-10-17,Chennai,2,In Process
OIND005290,2024,WPUR300,2025-10-18,Delhi,3,In Process
OIND005291,5383,WPUR200,2025-10-19,Hyderabad,2,In Process
OIND005292,9612,WPUR300,2025-10-20,Mumbai,1,Open
OIND005293,4345,WPUR300,2025-10-21,Delhi,4,Delivered
OIND005294,1812,WPUR200,2025-10-22,Pune,2,Delivered
OIND005295,4529,WPUR300,2025-10-23,Mumbai,4,Open
OIND005296,6558,WPUR300,2025-10-24,Chennai,4,Delivered
OIND005297,7320,WPUR300,2025-10-25,Mumbai,4,Open
OIND005298,3528,WPUR100,2025-10-26,Hyderabad,1,Open
OIND005299,6847,WPUR200,2025-10-27,Pune,3,Open
OIND005300,4959,WPUR300,2025-10-28,Bangalore,2,Open
OIND005301,3557,WPUR100,2025-10-29,Bangalore,2,Delivered
OIND005302,2954,WPUR300,2025-10-30,Pune,1,Open
OIND005303,2318,WPUR100,2025-10-31,Hyderabad,2,Delivered
OIND005304,9335,WPUR100,2025-11-01,Pune,4,Open
OIND005305,9213,WPUR300,2025-11-02,Mumbai,4,Open
OIND005306,7771,WPUR100,2025-11-03,Chennai,3,Delivered
OIND005307,5219,WPUR200,2025-11-04,Delhi,4,Delivered
OIND005308,2776,WPUR200,2025-11-05,Chennai,1,Delivered
OIND005309,3021,WPUR200,2025-11-06,Hyderabad,1,Open
OIND005310,2739,WPUR300,2025-11-07,Chennai,2,Delivered
OIND005311,7968,WPUR300,2025-11-08,Pune,3,Delivered
OIND005312,2665,WPUR100,2025-11-09,Bangalore,3,Delivered
OIND005313,3366,WPUR100,2025-11-10,Hyderabad,2,Delivered
OIND005314,4182,WPUR200,2025-11-11,Mumbai,2,Delivered
OIND005315,1949,WPUR100,2025-11-12,Pune,4,Delivered
OIND005316,4517,WPUR200,2025-11-13,Pune,1,Delivered
OIND005317,2854,WPUR200,2025-11-14,Delhi,4,Open
OIND005318,5697,WPUR200,2025-11-15,Pune,3,Delivered
OIND005319,6906,WPUR100,2025-11-16,Chennai,4,Delivered
OIND005320,2199,WPUR300,2025-11-17,Bangalore,4,In Process
OIND005321,2407,WPUR200,2025-11-18,Delhi,3,Delivered
OIND005322,1123,WPUR100,2025-11-19,Delhi,2,Open
OIND005323,1457,WPUR300,2025-11-20,Hyderabad,3,Open
OIND005324,5998,WPUR200,2025-11-21,Bangalore,1,In Process
OIND005325,6950,WPUR200,2025-11-22,Pune,3,Delivered
OIND005326,9891,WPUR300,2025-11-23,Pune,4,In Process
OIND005327,2509,WPUR300,2025-11-24,Chennai,3,Delivered
OIND005328,8439,WPUR300,2025-11-25,Bangalore,4,Delivered
OIND005329,4063,WPUR100,2025-11-26,Pune,4,In Process
OIND005330,4855,WPUR300,2025-11-27,Pune,3,Delivered
OIND005331,8078,WPUR100,2025-11-28,Hyderabad,2,In Process
OIND005332,3131,WPUR300,2025-11-29,Mumbai,3,Delivered
OIND005333,7309,WPUR300,2025-11-30,Hyderabad,1,Delivered
OIND005334,3549,WPUR200,2025-12-01,Mumbai,3,Open
OIND005335,4365,WPUR200,2025-12-02,Pune,1,Open
OIND005336,6906,WPUR300,2025-12-03,Bangalore,4,Delivered
OIND005337,8904,WPUR100,2025-12-04,Pune,3,Delivered
OIND005338,1390,WPUR100,2025-12-05,Mumbai,4,Delivered
OIND005339,6181,WPUR100,2025-12-06,Mumbai,4,Delivered
OIND005340,6712,WPUR100,2025-12-07,Mumbai,2,Delivered
OIND005341,2807,WPUR200,2025-12-08,Hyderabad,3,Open
OIND005342,8946,WPUR300,2025-12-09,Pune,4,In Process
OIND005343,8089,WPUR100,2025-12-10,Delhi,3,Delivered
OIND005344,3614,WPUR300,2025-12-11,Pune,3,Open
OIND005345,6423,WPUR100,2025-12-12,Hyderabad,3,In Process
OIND005346,9298,WPUR200,2025-12-13,Delhi,3,Delivered
OIND005347,9376,WPUR100,2025-12-14,Delhi,1,Delivered
OIND005348,2431,WPUR200,2025-12-15,Mumbai,2,Open
OIND005349,5322,WPUR200,2025-12-16,Hyderabad,3,Delivered
OIND005350,8850,WPUR200,2025-12-17,Bangalore,1,Delivered
OIND005351,1819,WPUR200,2025-12-18,Chennai,1,Delivered
OIND005352,1292,WPUR100,2025-12-19,Mumbai,4,Open
OIND005353,4514,WPUR200,2025-12-20,Chennai,1,Open
OIND005354,7310,WPUR100,2025-12-21,Mumbai,1,In Process
OIND005355,9754,WPUR100,2025-12-22,Mumbai,4,In Process
OIND005356,5451,WPUR200,2025-12-23,Mumbai,1,Open
OIND005357,8220,WPUR100,2025-12-24,Hyderabad,4,In Process
OIND005358,5364,WPUR100,2025-12-25,Chennai,1,Delivered
OIND005359,9977,WPUR100,2025-12-26,Pune,4,Open
OIND005360,3085,WPUR100,2025-12-27,Hyderabad,1,Delivered
OIND005361,2317,WPUR100,2025-12-28,Pune,1,In Process
OIND005362,6995,WPUR300,2025-12-29,Bangalore,3,In Process
OIND005363,8087,WPUR100,2025-12-30,Delhi,4,In Process
OIND005364,8478,WPUR200,2025-12-31,Bangalore,4,In Process
OIND005365,6402,WPUR300,2026-01-01,Mumbai,4,Open
OIND005366,3553,WPUR100,2026-01-02,Chennai,2,In Process
OIND005367,2107,WPUR100,2026-01-03,Delhi,4,Delivered
OIND005368,9736,WPUR100,2026-01-04,Bangalore,2,Delivered
OIND005369,6760,WPUR100,2026-01-05,Delhi,2,In Process
OIND005370,5664,WPUR200,2026-01-06,Pune,4,In Process
OIND005371,6568,WPUR200,2026-01-07,Mumbai,4,Open
OIND005372,2995,WPUR300,2026-01-08,Chennai,4,Delivered
OIND005373,4515,WPUR300,2026-01-09,Bangalore,1,Open
OIND005374,3083,WPUR100,2026-01-10,Chennai,1,Open
OIND005375,8632,WPUR300,2026-01-11,Delhi,3,Delivered
OIND005376,4088,WPUR300,2026-01-12,Chennai,1,Open
OIND005377,6446,WPUR100,2026-01-13,Hyderabad,4,Delivered
OIND005378,5419,WPUR200,2026-01-14,Mumbai,3,In Process
OIND005379,6367,WPUR100,2026-01-15,Bangalore,2,Open
OIND005380,2608,WPUR200,2026-01-16,Pune,1,Open
OIND005381,8320,WPUR100,2026-01-17,Pune,3,In Process
OIND005382,1002,WPUR200,2026-01-18,Bangalore,3,Delivered
OIND005383,6217,WPUR100,2026-01-19,Delhi,2,Delivered
OIND005384,9170,WPUR200,2026-01-20,Chennai,1,Open
OIND005385,5461,WPUR300,2026-01-21,Bangalore,2,Delivered
OIND005386,2663,WPUR100,2026-01-22,Bangalore,2,Delivered
OIND005387,4334,WPUR100,2026-01-23,Mumbai,4,Open
OIND005388,6395,WPUR100,2026-01-24,Bangalore,3,In Process
OIND005389,7177,WPUR200,2026-01-25,Hyderabad,3,In Process
OIND005390,8328,WPUR200,2026-01-26,Bangalore,2,Delivered
OIND005391,3118,WPUR300,2026-01-27,Hyderabad,2,Delivered
OIND005392,4390,WPUR100,2026-01-28,Chennai,3,Delivered
OIND005393,9064,WPUR200,2026-01-29,Bangalore,3,In Process
OIND005394,6583,WPUR200,2026-01-30,Mumbai,1,In Process
OIND005395,9172,WPUR200,2026-01-31,Bangalore,2,Delivered
OIND005396,1646,WPUR100,2026-02-01,Mumbai,3,Delivered
OIND005397,9577,WPUR100,2026-02-02,Chennai,1,Delivered
OIND005398,1518,WPUR300,2026-02-03,Chennai,1,Open
OIND005399,2589,WPUR100,2026-02-04,Chennai,3,Open
OIND005400,7471,WPUR200,2026-02-05,Mumbai,4,Delivered
OIND005401,7916,WPUR100,2026-02-06,Delhi,1,Delivered
OIND005402,8396,WPUR200,2026-02-07,Hyderabad,2,Delivered
OIND005403,6100,WPUR100,2026-02-08,Bangalore,1,Delivered
OIND005404,4752,WPUR300,2026-02-09,Mumbai,3,Delivered
OIND005405,6492,WPUR100,2026-02-10,Chennai,3,Delivered
OIND005406,5721,WPUR200,2026-02-11,Bangalore,1,Delivered
OIND005407,3962,WPUR300,2026-02-12,Mumbai,3,In Process
OIND005408,7362,WPUR200,2026-02-13,Mumbai,3,Delivered
OIND005409,4488,WPUR200,2026-02-14,Pune,2,Delivered
OIND005410,2134,WPUR100,2026-02-15,Delhi,4,Open
OIND005411,8469,WPUR300,2026-02-16,Pune,2,In Process
OIND005412,4459,WPUR200,2026-02-17,Pune,3,In Process
OIND005413,2209,WPUR300,2026-02-18,Bangalore,3,Delivered
OIND005414,2031,WPUR300,2026-02-19,Chennai,4,Open
