DeliveryID,OrderID,DeliveryDate,DeliveredQty,City,Status
DIS015165,OIND015165,2025-07-16,1,Chennai,Shipped
DIS015166,OIND015166,2025-07-17,2,Mumbai,In Transit
DIS015167,OIND015167,2025-07-18,3,Hyderabad,Shipped
DIS015168,OIND015168,2025-07-19,3,Chennai,Shipped
DIS015169,OIND015169,2025-07-20,2,Bangalore,Shipped
DIS015170,OIND015170,2025-07-21,1,Bangalore,Shipped
DIS015171,OIND015171,2025-07-22,2,Bangalore,Shipped
DIS015172,OIND015172,2025-07-23,1,Delhi,Shipped
DIS015173,OIND015173,2025-07-24,4,Pune,Delivered
DIS015174,OIND015174,2025-07-25,1,Hyderabad,In Transit
DIS015175,OIND015175,2025-07-26,1,Bangalore,In Transit
DIS015176,OIND015176,2025-07-27,2,Chennai,Delivered
DIS015177,OIND015177,2025-07-28,4,Bangalore,In Transit
DIS015178,OIND015178,2025-07-29,4,Chennai,Shipped
DIS015179,OIND015179,2025-07-30,2,Pune,In Transit
DIS015180,OIND015180,2025-07-31,4,Chennai,In Transit
DIS015181,OIND015181,2025-08-01,4,Mumbai,Delivered
DIS015182,OIND015182,2025-08-02,3,Hyderabad,Delivered
DIS015183,OIND015183,2025-08-03,3,Hyderabad,In Transit
DIS015184,OIND015184,2025-08-04,2,Mumbai,Delivered
DIS015185,OIND015185,2025-08-05,2,Pune,Shipped
DIS015186,OIND015186,2025-08-06,2,Delhi,Shipped
DIS015187,OIND015187,2025-08-07,1,Delhi,Delivered
DIS015188,OIND015188,2025-08-08,4,Bangalore,In Transit
DIS015189,OIND015189,2025-08-09,3,Pune,In Transit
DIS015190,OIND015190,2025-08-10,3,Chennai,Delivered
DIS015191,OIND015191,2025-08-11,1,Pune,Delivered
DIS015192,OIND015192,2025-08-12,3,Mumbai,Delivered
DIS015193,OIND015193,2025-08-13,1,Mumbai,Shipped
DIS015194,OIND015194,2025-08-14,4,Delhi,In Transit
DIS015195,OIND015195,2025-08-15,3,Hyderabad,Delivered
DIS015196,OIND015196,2025-08-16,3,Chennai,Delivered
DIS015197,OIND015197,2025-08-17,1,Pune,In Transit
DIS015198,OIND015198,2025-08-18,1,Chennai,In Transit
DIS015199,OIND015199,2025-08-19,3,Pune,Shipped
DIS015200,OIND015200,2025-08-20,2,Chennai,Delivered
DIS015201,OIND015201,2025-08-21,3,Chennai,In Transit
DIS015202,OIND015202,2025-08-22,3,Pune,Shipped
DIS015203,OIND015203,2025-08-23,4,Mumbai,Shipped
DIS015204,OIND015204,2025-08-24,4,Hyderabad,Shipped
DIS015205,OIND015205,2025-08-25,4,Hyderabad,Delivered
DIS015206,OIND015206,2025-08-26,4,Hyderabad,Delivered
DIS015207,OIND015207,2025-08-27,4,Delhi,Delivered
DIS015208,OIND015208,2025-08-28,2,Mumbai,In Transit
DIS015209,OIND015209,2025-08-29,2,Pune,Shipped
DIS015210,OIND015210,2025-08-30,4,Bangalore,Delivered
DIS015211,OIND015211,2025-08-31,3,Pune,In Transit
DIS015212,OIND015212,2025-09-01,3,Mumbai,Delivered
DIS015213,OIND015213,2025-09-02,2,Hyderabad,Delivered
DIS015214,OIND015214,2025-09-03,2,Bangalore,Shipped
DIS015215,OIND015215,2025-09-04,2,Hyderabad,In Transit
DIS015216,OIND015216,2025-09-05,2,Mumbai,In Transit
DIS015217,OIND015217,2025-09-06,3,Hyderabad,Delivered
DIS015218,OIND015218,2025-09-07,1,Pune,Shipped
DIS015219,OIND015219,2025-09-08,2,Bangalore,Shipped
DIS015220,OIND015220,2025-09-09,3,Hyderabad,In Transit
DIS015221,OIND015221,2025-09-10,4,Chennai,Shipped
DIS015222,OIND015222,2025-09-11,4,Mumbai,Delivered
DIS015223,OIND015223,2025-09-12,4,Pune,Shipped
DIS015224,OIND015224,2025-09-13,2,Bangalore,Shipped
DIS015225,OIND015225,2025-09-14,1,Mumbai,In Transit
DIS015226,OIND015226,2025-09-15,1,Chennai,Delivered
DIS015227,OIND015227,2025-09-16,2,Bangalore,In Transit
DIS015228,OIND015228,2025-09-17,3,Pune,Shipped
DIS015229,OIND015229,2025-09-18,4,Delhi,Shipped
DIS015230,OIND015230,2025-09-19,4,Hyderabad,Delivered
DIS015231,OIND015231,2025-09-20,1,Delhi,In Transit
DIS015232,OIND015232,2025-09-21,1,Hyderabad,Delivered
DIS015233,OIND015233,2025-09-22,2,Hyderabad,Shipped
DIS015234,OIND015234,2025-09-23,4,Mumbai,In Transit
DIS015235,OIND015235,2025-09-24,2,Mumbai,In Transit
DIS015236,OIND015236,2025-09-25,2,Hyderabad,Delivered
DIS015237,OIND015237,2025-09-26,3,Delhi,Delivered
DIS015238,OIND015238,2025-09-27,2,Mumbai,Shipped
DIS015239,OIND015239,2025-09-28,4,Mumbai,In Transit
DIS015240,OIND015240,2025-09-29,4,Hyderabad,Shipped
DIS015241,OIND015241,2025-09-30,4,Hyderabad,Delivered
DIS015242,OIND015242,2025-10-01,4,Chennai,Shipped
DIS015243,OIND015243,2025-10-02,2,Bangalore,Shipped
DIS015244,OIND015244,2025-10-03,3,Mumbai,In Transit
DIS015245,OIND015245,2025-10-04,3,Pune,Delivered
DIS015246,OIND015246,2025-10-05,4,Hyderabad,Shipped
DIS015247,OIND015247,2025-10-06,4,Bangalore,In Transit
DIS015248,OIND015248,2025-10-07,2,Hyderabad,In Transit
DIS015249,OIND015249,2025-10-08,2,Bangalore,In Transit
DIS015250,OIND015250,2025-10-09,1,Delhi,In Transit
DIS015251,OIND015251,2025-10-10,3,Bangalore,In Transit
DIS015252,OIND015252,2025-10-11,2,Chennai,In Transit
DIS015253,OIND015253,2025-10-12,1,Mumbai,In Transit
DIS015254,OIND015254,2025-10-13,3,Mumbai,Delivered
DIS015255,OIND015255,2025-10-14,2,Mumbai,In Transit
DIS015256,OIND015256,2025-10-15,2,Hyderabad,Shipped
DIS015257,OIND015257,2025-10-16,3,Bangalore,Shipped
DIS015258,OIND015258,2025-10-17,1,Pune,In Transit
DIS015259,OIND015259,2025-10-18,2,Chennai,Shipped
DIS015260,OIND015260,2025-10-19,1,Pune,In Transit
DIS015261,OIND015261,2025-10-20,2,Pune,In Transit
DIS015262,OIND015262,2025-10-21,3,Bangalore,Delivered
DIS015263,OIND015263,2025-10-22,3,Pune,In Transit
DIS015264,OIND015264,2025-10-23,3,Pune,Delivered
DIS015265,OIND015265,2025-10-24,4,Hyderabad,Shipped
DIS015266,OIND015266,2025-10-25,2,Bangalore,Shipped
DIS015267,OIND015267,2025-10-26,1,Chennai,In Transit
DIS015268,OIND015268,2025-10-27,2,Pune,In Transit
DIS015269,OIND015269,2025-10-28,4,Delhi,In Transit
DIS015270,OIND015270,2025-10-29,1,Mumbai,Delivered
DIS015271,OIND015271,2025-10-30,1,Mumbai,In Transit
DIS015272,OIND015272,2025-10-31,3,Pune,Delivered
DIS015273,OIND015273,2025-11-01,2,Chennai,Delivered
DIS015274,OIND015274,2025-11-02,3,Delhi,In Transit
DIS015275,OIND015275,2025-11-03,2,Chennai,Shipped
DIS015276,OIND015276,2025-11-04,3,Chennai,In Transit
DIS015277,OIND015277,2025-11-05,2,Pune,Delivered
DIS015278,OIND015278,2025-11-06,4,Pune,Delivered
DIS015279,OIND015279,2025-11-07,4,Mumbai,Shipped
DIS015280,OIND015280,2025-11-08,2,Mumbai,In Transit
DIS015281,OIND015281,2025-11-09,2,Chennai,Delivered
DIS015282,OIND015282,2025-11-10,4,Mumbai,Delivered
DIS015283,OIND015283,2025-11-11,2,Chennai,Delivered
DIS015284,OIND015284,2025-11-12,3,Hyderabad,Shipped
DIS015285,OIND015285,2025-11-13,4,Mumbai,Shipped
DIS015286,OIND015286,2025-11-14,2,Hyderabad,Delivered
DIS015287,OIND015287,2025-11-15,2,Delhi,Shipped
DIS015288,OIND015288,2025-11-16,1,Mumbai,Shipped
DIS015289,OIND015289,2025-11-17,2,Mumbai,Delivered
DIS015290,OIND015290,2025-11-18,2,Delhi,In Transit
DIS015291,OIND015291,2025-11-19,4,Pune,Shipped
DIS015292,OIND015292,2025-11-20,1,Bangalore,Delivered
DIS015293,OIND015293,2025-11-21,4,Pune,Delivered
DIS015294,OIND015294,2025-11-22,2,Chennai,Delivered
DIS015295,OIND015295,2025-11-23,1,Hyderabad,In Transit
DIS015296,OIND015296,2025-11-24,3,Mumbai,In Transit
DIS015297,OIND015297,2025-11-25,3,Bangalore,In Transit
DIS015298,OIND015298,2025-11-26,4,Mumbai,Shipped
DIS015299,OIND015299,2025-11-27,3,Mumbai,In Transit
DIS015300,OIND015300,2025-11-28,1,Hyderabad,Shipped
DIS015301,OIND015301,2025-11-29,4,Bangalore,In Transit
DIS015302,OIND015302,2025-11-30,2,Pune,Shipped
DIS015303,OIND015303,2025-12-01,1,Pune,Shipped
DIS015304,OIND015304,2025-12-02,1,Bangalore,In Transit
DIS015305,OIND015305,2025-12-03,3,Chennai,Shipped
DIS015306,OIND015306,2025-12-04,2,Hyderabad,Shipped
DIS015307,OIND015307,2025-12-05,3,Delhi,Shipped
DIS015308,OIND015308,2025-12-06,2,Chennai,Delivered
DIS015309,OIND015309,2025-12-07,4,Delhi,Shipped
DIS015310,OIND015310,2025-12-08,1,Chennai,Delivered
DIS015311,OIND015311,2025-12-09,1,Mumbai,Delivered
DIS015312,OIND015312,2025-12-10,3,Hyderabad,Delivered
DIS015313,OIND015313,2025-12-11,2,Delhi,Shipped
DIS015314,OIND015314,2025-12-12,1,Bangalore,Shipped
DIS015315,OIND015315,2025-12-13,3,Bangalore,In Transit
DIS015316,OIND015316,2025-12-14,4,Pune,Delivered
DIS015317,OIND015317,2025-12-15,2,Delhi,Shipped
DIS015318,OIND015318,2025-12-16,2,Hyderabad,Shipped
DIS015319,OIND015319,2025-12-17,3,Chennai,Shipped
DIS015320,OIND015320,2025-12-18,4,Mumbai,Delivered
DIS015321,OIND015321,2025-12-19,2,Hyderabad,Delivered
DIS015322,OIND015322,2025-12-20,2,Delhi,Delivered
DIS015323,OIND015323,2025-12-21,1,Pune,In Transit
DIS015324,OIND015324,2025-12-22,3,Mumbai,Shipped
DIS015325,OIND015325,2025-12-23,4,Chennai,In Transit
DIS015326,OIND015326,2025-12-24,4,Delhi,Delivered
DIS015327,OIND015327,2025-12-25,3,Mumbai,Shipped
DIS015328,OIND015328,2025-12-26,2,Delhi,Shipped
DIS015329,OIND015329,2025-12-27,2,Hyderabad,Delivered
DIS015330,OIND015330,2025-12-28,1,Delhi,Delivered
DIS015331,OIND015331,2025-12-29,3,Hyderabad,In Transit
DIS015332,OIND015332,2025-12-30,2,Bangalore,Shipped
DIS015333,OIND015333,2025-12-31,4,Bangalore,Shipped
DIS015334,OIND015334,2026-01-01,2,Hyderabad,In Transit
DIS015335,OIND015335,2026-01-02,3,Mumbai,In Transit
DIS015336,OIND015336,2026-01-03,4,Chennai,Shipped
DIS015337,OIND015337,2026-01-04,1,Pune,In Transit
DIS015338,OIND015338,2026-01-05,2,Hyderabad,In Transit
DIS015339,OIND015339,2026-01-06,4,Mumbai,Delivered
DIS015340,OIND015340,2026-01-07,3,Mumbai,In Transit
DIS015341,OIND015341,2026-01-08,4,Chennai,Delivered
DIS015342,OIND015342,2026-01-09,1,Delhi,Shipped
DIS015343,OIND015343,2026-01-10,3,Chennai,Delivered
DIS015344,OIND015344,2026-01-11,2,Chennai,In Transit
DIS015345,OIND015345,2026-01-12,2,Pune,Shipped
DIS015346,OIND015346,2026-01-13,2,Bangalore,Shipped
DIS015347,OIND015347,2026-01-14,4,Pune,Shipped
DIS015348,OIND015348,2026-01-15,3,Hyderabad,Shipped
DIS015349,OIND015349,2026-01-16,2,Bangalore,Delivered
DIS015350,OIND015350,2026-01-17,3,Pune,Delivered
DIS015351,OIND015351,2026-01-18,4,Hyderabad,In Transit
DIS015352,OIND015352,2026-01-19,3,Mumbai,Shipped
DIS015353,OIND015353,2026-01-20,2,Chennai,Shipped
DIS015354,OIND015354,2026-01-21,4,Hyderabad,Delivered
DIS015355,OIND015355,2026-01-22,2,Hyderabad,In Transit
DIS015356,OIND015356,2026-01-23,3,Hyderabad,Shipped
DIS015357,OIND015357,2026-01-24,4,Pune,Shipped
DIS015358,OIND015358,2026-01-25,1,Bangalore,Delivered
DIS015359,OIND015359,2026-01-26,4,Chennai,Delivered
DIS015360,OIND015360,2026-01-27,3,Chennai,Delivered
DIS015361,OIND015361,2026-01-28,2,Bangalore,In Transit
DIS015362,OIND015362,2026-01-29,3,Pune,In Transit
DIS015363,OIND015363,2026-01-30,1,Mumbai,In Transit
DIS015364,OIND015364,2026-01-31,1,Bangalore,Delivered
DIS015365,OIND015365,2026-02-01,3,Delhi,In Transit
DIS015366,OIND015366,2026-02-02,1,Mumbai,Shipped
DIS015367,OIND015367,2026-02-03,3,Hyderabad,Shipped
DIS015368,OIND015368,2026-02-04,3,Chennai,Shipped
DIS015369,OIND015369,2026-02-05,4,Pune,In Transit
DIS015370,OIND015370,2026-02-06,3,Chennai,Shipped
DIS015371,OIND015371,2026-02-07,4,Bangalore,Shipped
DIS015372,OIND015372,2026-02-08,3,Bangalore,In Transit
DIS015373,OIND015373,2026-02-09,3,Pune,In Transit
DIS015374,OIND015374,2026-02-10,3,Delhi,Shipped
DIS015375,OIND015375,2026-02-11,1,Pune,Delivered
DIS015376,OIND015376,2026-02-12,3,Chennai,Delivered
DIS015377,OIND015377,2026-02-13,3,Chennai,In Transit
DIS015378,OIND015378,2026-02-14,1,Hyderabad,Shipped
DIS015379,OIND015379,2026-02-15,4,Pune,In Transit
DIS015380,OIND015380,2026-02-16,2,Bangalore,Delivered
DIS015381,OIND015381,2026-02-17,1,Pune,In Transit
DIS015382,OIND015382,2026-02-18,4,Hyderabad,Delivered
DIS015383,OIND015383,2026-02-19,3,Chennai,Shipped
DIS015384,OIND015384,2026-02-20,3,Pune,In Transit
DIS015385,OIND015385,2026-02-21,3,Bangalore,Delivered
DIS015386,OIND015386,2026-02-22,2,Delhi,In Transit
DIS015387,OIND015387,2026-02-23,1,Mumbai,In Transit
DIS015388,OIND015388,2026-02-24,3,Hyderabad,Shipped
DIS015389,OIND015389,2026-02-25,1,Mumbai,Delivered
DIS015390,OIND015390,2026-02-26,2,Chennai,In Transit
DIS015391,OIND015391,2026-02-27,2,Bangalore,In Transit
DIS015392,OIND015392,2026-02-28,4,Hyderabad,Delivered
DIS015393,OIND015393,2026-03-01,2,Delhi,In Transit
DIS015394,OIND015394,2026-03-02,3,Mumbai,Delivered
DIS015395,OIND015395,2026-03-03,3,Delhi,Delivered
DIS015396,OIND015396,2026-03-04,3,Mumbai,Delivered
DIS015397,OIND015397,2026-03-05,2,Mumbai,Delivered
DIS015398,OIND015398,2026-03-06,4,Pune,In Transit
DIS015399,OIND015399,2026-03-07,4,Chennai,Delivered
DIS015400,OIND015400,2026-03-08,3,Mumbai,In Transit
DIS015401,OIND015401,2026-03-09,4,Hyderabad,Shipped
DIS015402,OIND015402,2026-03-10,3,Chennai,Delivered
DIS015403,OIND015403,2026-03-11,1,Bangalore,In Transit
DIS015404,OIND015404,2026-03-12,3,Delhi,Shipped
DIS015405,OIND015405,2026-03-13,3,Chennai,Delivered
DIS015406,OIND015406,2026-03-14,3,Mumbai,In Transit
DIS015407,OIND015407,2026-03-15,1,Delhi,Shipped
DIS015408,OIND015408,2026-03-16,4,Mumbai,In Transit
DIS015409,OIND015409,2026-03-17,4,Pune,Shipped
DIS015410,OIND015410,2026-03-18,3,Bangalore,In Transit
DIS015411,OIND015411,2026-03-19,4,Delhi,In Transit
DIS015412,OIND015412,2026-03-20,1,Mumbai,Delivered
DIS015413,OIND015413,2026-03-21,2,Chennai,Delivered
DIS015414,OIND015414,2026-03-22,1,Delhi,Shipped
DIS015415,OIND015415,2026-03-23,3,Hyderabad,Shipped
DIS015416,OIND015416,2026-03-24,2,Delhi,Delivered
DIS015417,OIND015417,2026-03-25,3,Bangalore,Shipped
DIS015418,OIND015418,2026-03-26,1,Chennai,In Transit
DIS015419,OIND015419,2026-03-27,4,Pune,Shipped
DIS015420,OIND015420,2026-03-28,2,Bangalore,In Transit
DIS015421,OIND015421,2026-03-29,4,Hyderabad,In Transit
DIS015422,OIND015422,2026-03-30,2,Hyderabad,Shipped
DIS015423,OIND015423,2026-03-31,2,Mumbai,Delivered
DIS015424,OIND015424,2026-04-01,4,Pune,Delivered
DIS015425,OIND015425,2026-04-02,1,Pune,In Transit
DIS015426,OIND015426,2026-04-03,4,Pune,Shipped
DIS015427,OIND015427,2026-04-04,1,Pune,Shipped
DIS015428,OIND015428,2026-04-05,3,Mumbai,Shipped
DIS015429,OIND015429,2026-04-06,2,Hyderabad,In Transit
DIS015430,OIND015430,2026-04-07,1,Bangalore,Shipped
DIS015431,OIND015431,2026-04-08,2,Delhi,Shipped
DIS015432,OIND015432,2026-04-09,1,Chennai,Shipped
DIS015433,OIND015433,2026-04-10,3,Pune,Delivered
DIS015434,OIND015434,2026-04-11,2,Delhi,Delivered
DIS015435,OIND015435,2026-04-12,4,Hyderabad,Shipped
DIS015436,OIND015436,2026-04-13,2,Chennai,Delivered
DIS015437,OIND015437,2026-04-14,3,Pune,Delivered
DIS015438,OIND015438,2026-04-15,2,Chennai,Delivered
DIS015439,OIND015439,2026-04-16,3,Chennai,In Transit
DIS015440,OIND015440,2026-04-17,1,Delhi,Delivered
DIS015441,OIND015441,2026-04-18,1,Pune,In Transit
DIS015442,OIND015442,2026-04-19,1,Chennai,In Transit
