OrderID,CustomerID,MaterialCode,OrderDate,City,Quantity,Status
OIND020094,6501,WPUR300,2025-04-05,Chennai,4,Open
OIND020095,4868,WPUR300,2025-04-06,Pune,2,Open
OIND020096,3210,WPUR300,2025-04-07,Delhi,4,Delivered
OIND020097,8314,WPUR200,2025-04-08,Hyderabad,3,Open
OIND020098,6683,WPUR200,2025-04-09,Chennai,4,Open
OIND020099,5223,WPUR100,2025-04-10,Hyderabad,1,Open
OIND020100,4156,WPUR100,2025-04-11,Chennai,3,Open
OIND020101,1848,WPUR100,2025-04-12,Chennai,2,In Process
OIND020102,7793,WPUR200,2025-04-13,Hyderabad,1,Delivered
OIND020103,3946,WPUR300,2025-04-14,Chennai,3,Delivered
OIND020104,2349,WPUR300,2025-04-15,Chennai,1,Delivered
OIND020105,3040,WPUR200,2025-04-16,Bangalore,4,In Process
OIND020106,9687,WPUR200,2025-04-17,Chennai,2,In Process
OIND020107,3476,WPUR200,2025-04-18,Chennai,3,In Process
OIND020108,6219,WPUR200,2025-04-19,Chennai,1,Open
OIND020109,2716,WPUR300,2025-04-20,Chennai,3,Open
OIND020110,9192,WPUR300,2025-04-21,Pune,3,Open
OIND020111,2715,WPUR200,2025-04-22,Pune,3,Open
OIND020112,2097,WPUR200,2025-04-23,Delhi,4,Open
OIND020113,7112,WPUR200,2025-04-24,Mumbai,1,In Process
OIND020114,3322,WPUR300,2025-04-25,Chennai,2,In Process
OIND020115,9927,WPUR200,2025-04-26,Mumbai,1,Open
OIND020116,2684,WPUR300,2025-04-27,Hyderabad,3,Open
OIND020117,6340,WPUR300,2025-04-28,Hyderabad,2,Delivered
OIND020118,3477,WPUR100,2025-04-29,Pune,1,In Process
OIND020119,7641,WPUR200,2025-04-30,Bangalore,3,In Process
OIND020120,5152,WPUR200,2025-05-01,Chennai,3,In Process
OIND020121,5523,WPUR200,2025-05-02,Pune,4,In Process
OIND020122,9527,WPUR300,2025-05-03,Chennai,4,Open
OIND020123,7884,WPUR100,2025-05-04,Bangalore,4,Open
OIND020124,6133,WPUR200,2025-05-05,Hyderabad,1,In Process
OIND020125,3276,WPUR300,2025-05-06,Delhi,1,Delivered
OIND020126,4277,WPUR100,2025-05-07,Chennai,2,Delivered
OIND020127,3697,WPUR300,2025-05-08,Delhi,1,Delivered
OIND020128,6471,WPUR200,2025-05-09,Bangalore,4,Delivered
OIND020129,8048,WPUR200,2025-05-10,Pune,3,Delivered
OIND020130,4782,WPUR300,2025-05-11,Chennai,3,Open
OIND020131,1333,WPUR200,2025-05-12,Pune,4,In Process
OIND020132,7421,WPUR300,2025-05-13,Mumbai,3,In Process
OIND020133,8000,WPUR200,2025-05-14,Bangalore,4,Delivered
OIND020134,5194,WPUR300,2025-05-15,Delhi,3,In Process
OIND020135,2243,WPUR200,2025-05-16,Hyderabad,4,Delivered
OIND020136,5448,WPUR300,2025-05-17,Pune,3,In Process
OIND020137,7157,WPUR200,2025-05-18,Mumbai,3,Open
OIND020138,5393,WPUR200,2025-05-19,Mumbai,4,Open
OIND020139,2162,WPUR200,2025-05-20,Chennai,3,Open
OIND020140,3944,WPUR200,2025-05-21,Hyderabad,2,Open
OIND020141,3102,WPUR200,2025-05-22,Mumbai,2,Open
OIND020142,9355,WPUR300,2025-05-23,Pune,1,Delivered
OIND020143,4111,WPUR200,2025-05-24,Mumbai,2,Open
OIND020144,7425,WPUR300,2025-05-25,Hyderabad,3,In Process
OIND020145,7743,WPUR100,2025-05-26,Mumbai,4,Delivered
OIND020146,5288,WPUR200,2025-05-27,Chennai,2,Delivered
OIND020147,7061,WPUR200,2025-05-28,Mumbai,1,Delivered
OIND020148,1991,WPUR100,2025-05-29,Bangalore,2,Delivered
OIND020149,5646,WPUR100,2025-05-30,Hyderabad,1,Delivered
OIND020150,7367,WPUR300,2025-05-31,Hyderabad,2,Delivered
OIND020151,9416,WPUR300,2025-06-01,Delhi,1,Delivered
OIND020152,6912,WPUR300,2025-06-02,Delhi,2,In Process
OIND020153,4396,WPUR100,2025-06-03,Hyderabad,4,In Process
OIND020154,2193,WPUR100,2025-06-04,Pune,4,Delivered
OIND020155,8490,WPUR200,2025-06-05,Hyderabad,2,Delivered
OIND020156,1699,WPUR300,2025-06-06,Chennai,1,Open
OIND020157,7661,WPUR300,2025-06-07,Hyderabad,1,In Process
OIND020158,2992,WPUR300,2025-06-08,Hyderabad,1,Open
OIND020159,2263,WPUR100,2025-06-09,Bangalore,2,In Process
OIND020160,5959,WPUR200,2025-06-10,Hyderabad,3,Open
OIND020161,8200,WPUR200,2025-06-11,Delhi,4,Delivered
OIND020162,8356,WPUR300,2025-06-12,Mumbai,4,Open
OIND020163,8374,WPUR200,2025-06-13,Chennai,2,Delivered
OIND020164,4486,WPUR200,2025-06-14,Hyderabad,2,Delivered
OIND020165,6395,WPUR200,2025-06-15,Hyderabad,1,Open
OIND020166,5128,WPUR300,2025-06-16,Delhi,3,Open
OIND020167,7982,WPUR200,2025-06-17,Bangalore,1,In Process
OIND020168,9470,WPUR100,2025-06-18,Hyderabad,2,Open
OIND020169,9901,WPUR100,2025-06-19,Chennai,1,Open
OIND020170,2706,WPUR100,2025-06-20,Chennai,2,Delivered
OIND020171,8353,WPUR300,2025-06-21,Hyderabad,1,Delivered
OIND020172,8241,WPUR100,2025-06-22,Delhi,2,In Process
OIND020173,5366,WPUR100,2025-06-23,Bangalore,4,In Process
OIND020174,2214,WPUR100,2025-06-24,Chennai,3,Open
OIND020175,6658,WPUR100,2025-06-25,Delhi,3,In Process
OIND020176,5418,WPUR300,2025-06-26,Mumbai,3,Open
OIND020177,4902,WPUR100,2025-06-27,Bangalore,1,Open
OIND020178,8459,WPUR200,2025-06-28,Hyderabad,4,In Process
OIND020179,7863,WPUR100,2025-06-29,Pune,1,Open
OIND020180,3597,WPUR100,2025-06-30,Delhi,1,In Process
OIND020181,1079,WPUR300,2025-07-01,Delhi,1,In Process
OIND020182,5120,WPUR300,2025-07-02,Pune,2,Open
OIND020183,9584,WPUR100,2025-07-03,Mumbai,3,Open
OIND020184,2728,WPUR100,2025-07-04,Chennai,2,Delivered
OIND020185,3665,WPUR100,2025-07-05,Mumbai,2,In Process
OIND020186,9225,WPUR200,2025-07-06,Mumbai,1,Delivered
OIND020187,7655,WPUR100,2025-07-07,Delhi,3,In Process
OIND020188,7174,WPUR200,2025-07-08,Chennai,2,In Process
OIND020189,5275,WPUR200,2025-07-09,Hyderabad,1,Open
OIND020190,3481,WPUR300,2025-07-10,Delhi,2,In Process
OIND020191,7118,WPUR300,2025-07-11,Delhi,4,Open
OIND020192,3770,WPUR300,2025-07-12,Chennai,3,Delivered
OIND020193,3810,WPUR100,2025-07-13,Chennai,3,Open
OIND020194,2924,WPUR300,2025-07-14,Mumbai,3,Open
OIND020195,4810,WPUR300,2025-07-15,Pune,2,Open
OIND020196,5773,WPUR100,2025-07-16,Mumbai,3,In Process
OIND020197,8011,WPUR200,2025-07-17,Delhi,3,Delivered
OIND020198,4195,WPUR300,2025-07-18,Mumbai,2,In Process
OIND020199,1874,WPUR300,2025-07-19,Delhi,2,Open
OIND020200,9202,WPUR100,2025-07-20,Delhi,3,Open
OIND020201,2419,WPUR100,2025-07-21,Delhi,1,Delivered
OIND020202,7216,WPUR100,2025-07-22,Bangalore,2,Delivered
OIND020203,5683,WPUR200,2025-07-23,Bangalore,3,Delivered
OIND020204,2276,WPUR100,2025-07-24,Pune,1,Delivered
OIND020205,2614,WPUR200,2025-07-25,Chennai,4,Delivered
OIND020206,2621,WPUR200,2025-07-26,Chennai,1,Delivered
OIND020207,8866,WPUR300,2025-07-27,Pune,3,Delivered
OIND020208,1893,WPUR100,2025-07-28,Pune,2,In Process
OIND020209,1008,WPUR200,2025-07-29,Chennai,4,Open
OIND020210,4660,WPUR300,2025-07-30,Hyderabad,2,Delivered
OIND020211,4699,WPUR100,2025-07-31,Bangalore,2,In Process
OIND020212,3409,WPUR100,2025-08-01,Delhi,2,In Process
OIND020213,4606,WPUR200,2025-08-02,Chennai,1,Open
OIND020214,4888,WPUR300,2025-08-03,Chennai,1,Delivered
OIND020215,6709,WPUR200,2025-08-04,Bangalore,3,In Process
OIND020216,3059,WPUR300,2025-08-05,Mumbai,2,In Process
OIND020217,5998,WPUR200,2025-08-06,Pune,1,Delivered
OIND020218,3628,WPUR200,2025-08-07,Pune,4,In Process
OIND020219,3862,WPUR300,2025-08-08,Pune,1,In Process
OIND020220,4407,WPUR200,2025-08-09,Delhi,1,Delivered
OIND020221,7524,WPUR300,2025-08-10,Pune,1,In Process
OIND020222,5564,WPUR200,2025-08-11,Bangalore,3,In Process
OIND020223,8774,WPUR100,2025-08-12,Bangalore,4,In Process
OIND020224,3411,WPUR100,2025-08-13,Bangalore,4,Open
OIND020225,6341,WPUR200,2025-08-14,Mumbai,1,Delivered
OIND020226,5362,WPUR100,2025-08-15,Delhi,2,Open
OIND020227,3970,WPUR200,2025-08-16,Pune,3,Open
OIND020228,4045,WPUR300,2025-08-17,Hyderabad,1,In Process
OIND020229,3710,WPUR100,2025-08-18,Pune,3,Delivered
OIND020230,4598,WPUR100,2025-08-19,Bangalore,1,In Process
OIND020231,8506,WPUR100,2025-08-20,Chennai,4,Open
OIND020232,2867,WPUR100,2025-08-21,Chennai,4,Open
OIND020233,4351,WPUR200,2025-08-22,Hyderabad,1,Open
OIND020234,7289,WPUR200,2025-08-23,Mumbai,3,In Process
OIND020235,8262,WPUR100,2025-08-24,Mumbai,4,Open
OIND020236,1138,WPUR200,2025-08-25,Bangalore,4,In Process
OIND020237,9721,WPUR200,2025-08-26,Mumbai,4,Delivered
OIND020238,6493,WPUR200,2025-08-27,Chennai,3,Delivered
OIND020239,5042,WPUR300,2025-08-28,Chennai,2,In Process
OIND020240,1793,WPUR300,2025-08-29,Delhi,1,Open
OIND020241,2906,WPUR100,2025-08-30,Hyderabad,1,Delivered
OIND020242,5323,WPUR200,2025-08-31,Pune,1,In Process
OIND020243,8511,WPUR300,2025-09-01,Bangalore,2,In Process
OIND020244,6381,WPUR200,2025-09-02,Pune,2,Open
OIND020245,1793,WPUR100,2025-09-03,Bangalore,4,In Process
OIND020246,7597,WPUR100,2025-09-04,Delhi,2,Open
OIND020247,9022,WPUR300,2025-09-05,Bangalore,4,Open
OIND020248,7336,WPUR300,2025-09-06,Delhi,2,Delivered
OIND020249,5717,WPUR100,2025-09-07,Chennai,3,Delivered
OIND020250,6337,WPUR100,2025-09-08,Mumbai,2,Open
OIND020251,2102,WPUR300,2025-09-09,Mumbai,4,In Process
OIND020252,1803,WPUR300,2025-09-10,Pune,3,Delivered
OIND020253,3848,WPUR100,2025-09-11,Bangalore,1,Open
OIND020254,9602,WPUR300,2025-09-12,Pune,2,Open
OIND020255,1576,WPUR100,2025-09-13,Delhi,4,Open
OIND020256,3080,WPUR200,2025-09-14,Chennai,4,In Process
OIND020257,9148,WPUR200,2025-09-15,Bangalore,3,Delivered
OIND020258,4635,WPUR300,2025-09-16,Mumbai,4,Delivered
OIND020259,8753,WPUR300,2025-09-17,Pune,1,In Process
OIND020260,1860,WPUR200,2025-09-18,Delhi,4,In Process
OIND020261,2712,WPUR100,2025-09-19,Mumbai,3,Open
OIND020262,1208,WPUR100,2025-09-20,Bangalore,2,In Process
OIND020263,4702,WPUR100,2025-09-21,Delhi,4,Open
OIND020264,3684,WPUR200,2025-09-22,Mumbai,4,Delivered
OIND020265,5068,WPUR300,2025-09-23,Delhi,4,In Process
OIND020266,7293,WPUR100,2025-09-24,Bangalore,1,Delivered
OIND020267,3157,WPUR200,2025-09-25,Mumbai,2,Delivered
OIND020268,7118,WPUR300,2025-09-26,Delhi,1,Open
OIND020269,6605,WPUR200,2025-09-27,Chennai,3,Open
OIND020270,9022,WPUR300,2025-09-28,Pune,1,In Process
OIND020271,9081,WPUR300,2025-09-29,Mumbai,1,Open
OIND020272,9896,WPUR300,2025-09-30,Delhi,3,In Process
OIND020273,3473,WPUR300,2025-10-01,Pune,3,In Process
OIND020274,9879,WPUR100,2025-10-02,Bangalore,2,Open
OIND020275,6501,WPUR100,2025-10-03,Chennai,4,Open
OIND020276,2460,WPUR300,2025-10-04,Bangalore,3,Open
OIND020277,1460,WPUR300,2025-10-05,Pune,2,In Process
OIND020278,4819,WPUR300,2025-10-06,Chennai,4,Open
OIND020279,1880,WPUR300,2025-10-07,Delhi,2,In Process
OIND020280,2073,WPUR200,2025-10-08,Bangalore,3,In Process
OIND020281,8388,WPUR100,2025-10-09,Mumbai,2,Delivered
OIND020282,7460,WPUR200,2025-10-10,Delhi,4,Open
OIND020283,3368,WPUR300,2025-10-11,Pune,2,Open
OIND020284,5115,WPUR100,2025-10-12,Mumbai,4,In Process
OIND020285,2666,WPUR100,2025-10-13,Bangalore,3,Delivered
OIND020286,5422,WPUR300,2025-10-14,Bangalore,2,Delivered
OIND020287,7008,WPUR200,2025-10-15,Hyderabad,1,In Process
OIND020288,7795,WPUR100,2025-10-16,Mumbai,3,In Process
OIND020289,4100,WPUR200,2025-10-17,Mumbai,1,In Process
OIND020290,7214,WPUR100,2025-10-18,Pune,4,Delivered
OIND020291,7293,WPUR300,2025-10-19,Mumbai,4,Open
OIND020292,3672,WPUR200,2025-10-20,Chennai,1,In Process
OIND020293,6955,WPUR100,2025-10-21,Mumbai,3,Delivered
OIND020294,5767,WPUR300,2025-10-22,Delhi,3,Open
OIND020295,4239,WPUR100,2025-10-23,Pune,4,Open
OIND020296,7918,WPUR100,2025-10-24,Hyderabad,1,Open
OIND020297,8348,WPUR200,2025-10-25,Pune,2,Delivered
OIND020298,8831,WPUR100,2025-10-26,Delhi,2,Open
OIND020299,2097,WPUR200,2025-10-27,Delhi,2,In Process
OIND020300,7795,WPUR100,2025-10-28,Chennai,2,In Process
OIND020301,2276,WPUR100,2025-10-29,Chennai,3,Open
OIND020302,7756,WPUR100,2025-10-30,Delhi,3,Open
OIND020303,5892,WPUR200,2025-10-31,Pune,1,Open
OIND020304,6285,WPUR100,2025-11-01,Hyderabad,4,Open
OIND020305,5598,WPUR300,2025-11-02,Mumbai,1,Delivered
OIND020306,8445,WPUR200,2025-11-03,Delhi,4,In Process
OIND020307,8194,WPUR100,2025-11-04,Bangalore,3,In Process
OIND020308,9496,WPUR300,2025-11-05,Pune,4,In Process
OIND020309,5283,WPUR300,2025-11-06,Hyderabad,4,In Process
OIND020310,4671,WPUR300,2025-11-07,Chennai,1,Open
OIND020311,6633,WPUR100,2025-11-08,Hyderabad,1,Delivered
OIND020312,1121,WPUR300,2025-11-09,Mumbai,3,Delivered
OIND020313,2302,WPUR200,2025-11-10,Hyderabad,3,Delivered
OIND020314,2972,WPUR200,2025-11-11,Chennai,2,Open
OIND020315,9202,WPUR200,2025-11-12,Delhi,4,In Process
OIND020316,3946,WPUR300,2025-11-13,Mumbai,2,Delivered
OIND020317,1492,WPUR100,2025-11-14,Mumbai,1,Open
OIND020318,2307,WPUR200,2025-11-15,Mumbai,4,In Process
OIND020319,3577,WPUR200,2025-11-16,Hyderabad,4,Delivered
OIND020320,6743,WPUR300,2025-11-17,Mumbai,4,Delivered
OIND020321,2186,WPUR200,2025-11-18,Delhi,1,Open
OIND020322,8447,WPUR300,2025-11-19,Bangalore,4,Delivered
OIND020323,4471,WPUR100,2025-11-20,Bangalore,1,Open
OIND020324,7920,WPUR200,2025-11-21,Bangalore,2,In Process
OIND020325,6854,WPUR200,2025-11-22,Hyderabad,3,Open
OIND020326,3702,WPUR100,2025-11-23,Hyderabad,4,Delivered
OIND020327,2783,WPUR300,2025-11-24,Delhi,4,Open
OIND020328,6840,WPUR300,2025-11-25,Delhi,2,In Process
OIND020329,7469,WPUR300,2025-11-26,Hyderabad,4,In Process
OIND020330,1531,WPUR200,2025-11-27,Bangalore,3,Open
OIND020331,3996,WPUR200,2025-11-28,Delhi,2,Open
OIND020332,3993,WPUR300,2025-11-29,Chennai,4,Open
OIND020333,9294,WPUR200,2025-11-30,Pune,4,Delivered
OIND020334,5915,WPUR100,2025-12-01,Delhi,4,In Process
OIND020335,1959,WPUR200,2025-12-02,Delhi,3,Delivered
OIND020336,4857,WPUR200,2025-12-03,Mumbai,2,Delivered
OIND020337,1633,WPUR100,2025-12-04,Chennai,2,Open
OIND020338,3052,WPUR100,2025-12-05,Bangalore,3,In Process
OIND020339,3063,WPUR100,2025-12-06,Pune,3,In Process
OIND020340,1897,WPUR300,2025-12-07,Pune,3,In Process
OIND020341,3797,WPUR200,2025-12-08,Hyderabad,3,Delivered
OIND020342,6644,WPUR300,2025-12-09,Hyderabad,1,Open
OIND020343,3118,WPUR100,2025-12-10,Hyderabad,2,In Process
OIND020344,7121,WPUR200,2025-12-11,Hyderabad,1,Delivered
OIND020345,5815,WPUR100,2025-12-12,Chennai,3,Delivered
OIND020346,4803,WPUR300,2025-12-13,Bangalore,2,Delivered
OIND020347,6684,WPUR100,2025-12-14,Mumbai,4,Delivered
OIND020348,3416,WPUR200,2025-12-15,Delhi,4,In Process
OIND020349,9763,WPUR300,2025-12-16,Pune,3,Open
OIND020350,5733,WPUR100,2025-12-17,Pune,4,Delivered
OIND020351,2081,WPUR200,2025-12-18,Delhi,3,Delivered
OIND020352,9318,WPUR200,2025-12-19,Pune,2,Delivered
OIND020353,3791,WPUR100,2025-12-20,Chennai,4,Open
OIND020354,4804,WPUR200,2025-12-21,Chennai,4,Delivered
OIND020355,2160,WPUR300,2025-12-22,Chennai,2,Open
OIND020356,2485,WPUR200,2025-12-23,Mumbai,2,Open
OIND020357,5837,WPUR200,2025-12-24,Delhi,1,Delivered
OIND020358,7256,WPUR200,2025-12-25,Delhi,1,Delivered
OIND020359,5072,WPUR100,2025-12-26,Hyderabad,3,Delivered
OIND020360,9393,WPUR200,2025-12-27,Mumbai,2,Open
OIND020361,7544,WPUR200,2025-12-28,Mumbai,4,In Process
OIND020362,2405,WPUR100,2025-12-29,Bangalore,1,Open
OIND020363,6619,WPUR100,2025-12-30,Pune,1,Open
OIND020364,4076,WPUR200,2025-12-31,Hyderabad,3,Open
OIND020365,5897,WPUR100,2026-01-01,Bangalore,3,In Process
OIND020366,4745,WPUR100,2026-01-02,Pune,3,Open
OIND020367,8244,WPUR200,2026-01-03,Bangalore,1,Delivered
OIND020368,8819,WPUR300,2026-01-04,Chennai,1,Delivered
OIND020369,6761,WPUR100,2026-01-05,Pune,2,In Process
OIND020370,7033,WPUR200,2026-01-06,Delhi,2,Delivered
OIND020371,3534,WPUR300,2026-01-07,Delhi,1,Delivered
OIND020372,9794,WPUR100,2026-01-08,Delhi,4,In Process
OIND020373,4817,WPUR300,2026-01-09,Bangalore,2,In Process
OIND020374,7148,WPUR100,2026-01-10,Bangalore,2,Delivered
OIND020375,1075,WPUR100,2026-01-11,Pune,3,Delivered
OIND020376,1036,WPUR100,2026-01-12,Bangalore,4,Open
OIND020377,1395,WPUR300,2026-01-13,Mumbai,2,In Process
OIND020378,8053,WPUR200,2026-01-14,Delhi,1,In Process
OIND020379,2476,WPUR100,2026-01-15,Pune,4,Delivered
OIND020380,7376,WPUR300,2026-01-16,Mumbai,1,Delivered
OIND020381,6998,WPUR100,2026-01-17,Mumbai,1,Open
OIND020382,7674,WPUR100,2026-01-18,Hyderabad,1,Open
OIND020383,1288,WPUR300,2026-01-19,Pune,1,Open
OIND020384,9893,WPUR300,2026-01-20,Chennai,3,Delivered
OIND020385,2806,WPUR300,2026-01-21,Delhi,3,Open
OIND020386,7977,WPUR100,2026-01-22,Bangalore,3,In Process
OIND020387,1376,WPUR200,2026-01-23,Hyderabad,4,In Process
OIND020388,8354,WPUR200,2026-01-24,Delhi,2,Open
OIND020389,4935,WPUR300,2026-01-25,Delhi,4,Open
OIND020390,3176,WPUR200,2026-01-26,Delhi,4,In Process
OIND020391,5946,WPUR200,2026-01-27,Delhi,4,Delivered
OIND020392,8459,WPUR100,2026-01-28,Pune,4,Open
OIND020393,8258,WPUR200,2026-01-29,Mumbai,3,Open
OIND020394,7605,WPUR100,2026-01-30,Delhi,1,In Process
OIND020395,5694,WPUR300,2026-01-31,Mumbai,2,In Process
OIND020396,6465,WPUR100,2026-02-01,Delhi,3,Open
OIND020397,6764,WPUR100,2026-02-02,Chennai,1,Delivered
OIND020398,8264,WPUR100,2026-02-03,Mumbai,1,Delivered
OIND020399,1098,WPUR100,2026-02-04,Mumbai,3,Open
OIND020400,6637,WPUR300,2026-02-05,Pune,1,Open
OIND020401,1374,WPUR200,2026-02-06,Hyderabad,1,Open
OIND020402,3101,WPUR200,2026-02-07,Delhi,1,In Process
OIND020403,8450,WPUR200,2026-02-08,Bangalore,3,In Process
OIND020404,2105,WPUR300,2026-02-09,Pune,2,Open
OIND020405,3307,WPUR300,2026-02-10,Bangalore,3,Open
OIND020406,8341,WPUR100,2026-02-11,Bangalore,1,Delivered
OIND020407,4975,WPUR200,2026-02-12,Hyderabad,4,In Process
OIND020408,9893,WPUR100,2026-02-13,Delhi,1,Delivered
OIND020409,6474,WPUR100,2026-02-14,Hyderabad,1,Delivered
OIND020410,9167,WPUR100,2026-02-15,Bangalore,1,In Process
OIND020411,6207,WPUR100,2026-02-16,Mumbai,3,Open
OIND020412,6093,WPUR100,2026-02-17,Chennai,1,Delivered
OIND020413,4816,WPUR200,2026-02-18,Mumbai,4,Delivered
OIND020414,5669,WPUR200,2026-02-19,Chennai,2,Delivered
OIND020415,1096,WPUR100,2026-02-20,Delhi,4,Open
OIND020416,1933,WPUR200,2026-02-21,Chennai,4,In Process
