DeliveryID,OrderID,DeliveryDate,DeliveredQty,City,Status
DIS020159,OIND020159,2025-07-10,3,Chennai,In Transit
DIS020160,OIND020160,2025-07-11,2,Mumbai,Shipped
DIS020161,OIND020161,2025-07-12,2,Mumbai,In Transit
DIS020162,OIND020162,2025-07-13,1,Delhi,Shipped
DIS020163,OIND020163,2025-07-14,1,Mumbai,In Transit
DIS020164,OIND020164,2025-07-15,4,Bangalore,Delivered
DIS020165,OIND020165,2025-07-16,2,Bangalore,In Transit
DIS020166,OIND020166,2025-07-17,2,Chennai,In Transit
DIS020167,OIND020167,2025-07-18,2,Pune,In Transit
DIS020168,OIND020168,2025-07-19,4,Bangalore,Shipped
DIS020169,OIND020169,2025-07-20,3,Mumbai,In Transit
DIS020170,OIND020170,2025-07-21,2,Hyderabad,Delivered
DIS020171,OIND020171,2025-07-22,2,Hyderabad,Delivered
DIS020172,OIND020172,2025-07-23,1,Bangalore,Shipped
DIS020173,OIND020173,2025-07-24,1,Bangalore,Delivered
DIS020174,OIND020174,2025-07-25,1,Mumbai,Delivered
DIS020175,OIND020175,2025-07-26,3,Hyderabad,In Transit
DIS020176,OIND020176,2025-07-27,1,Bangalore,Delivered
DIS020177,OIND020177,2025-07-28,2,Mumbai,Delivered
DIS020178,OIND020178,2025-07-29,4,Bangalore,Delivered
DIS020179,OIND020179,2025-07-30,1,Hyderabad,Delivered
DIS020180,OIND020180,2025-07-31,1,Delhi,Delivered
DIS020181,OIND020181,2025-08-01,2,Bangalore,Delivered
DIS020182,OIND020182,2025-08-02,3,Bangalore,Shipped
DIS020183,OIND020183,2025-08-03,1,Chennai,Delivered
DIS020184,OIND020184,2025-08-04,1,Mumbai,Shipped
DIS020185,OIND020185,2025-08-05,4,Bangalore,In Transit
DIS020186,OIND020186,2025-08-06,3,Pune,In Transit
DIS020187,OIND020187,2025-08-07,1,Mumbai,Delivered
DIS020188,OIND020188,2025-08-08,2,Pune,Shipped
DIS020189,OIND020189,2025-08-09,4,Bangalore,In Transit
DIS020190,OIND020190,2025-08-10,1,Pune,Shipped
DIS020191,OIND020191,2025-08-11,1,Chennai,Delivered
DIS020192,OIND020192,2025-08-12,1,Delhi,Shipped
DIS020193,OIND020193,2025-08-13,2,Pune,Delivered
DIS020194,OIND020194,2025-08-14,1,Hyderabad,Delivered
DIS020195,OIND020195,2025-08-15,2,Pune,Shipped
DIS020196,OIND020196,2025-08-16,3,Chennai,Delivered
DIS020197,OIND020197,2025-08-17,3,Mumbai,Delivered
DIS020198,OIND020198,2025-08-18,3,Hyderabad,Delivered
DIS020199,OIND020199,2025-08-19,1,Pune,In Transit
DIS020200,OIND020200,2025-08-20,2,Pune,Delivered
DIS020201,OIND020201,2025-08-21,3,Mumbai,Shipped
DIS020202,OIND020202,2025-08-22,1,Mumbai,In Transit
DIS020203,OIND020203,2025-08-23,2,Delhi,In Transit
DIS020204,OIND020204,2025-08-24,2,Pune,In Transit
DIS020205,OIND020205,2025-08-25,3,Mumbai,In Transit
DIS020206,OIND020206,2025-08-26,4,Bangalore,Delivered
DIS020207,OIND020207,2025-08-27,3,Delhi,In Transit
DIS020208,OIND020208,2025-08-28,2,Delhi,In Transit
DIS020209,OIND020209,2025-08-29,1,Delhi,In Transit
DIS020210,OIND020210,2025-08-30,2,Mumbai,Delivered
DIS020211,OIND020211,2025-08-31,1,Mumbai,In Transit
DIS020212,OIND020212,2025-09-01,3,Hyderabad,Delivered
DIS020213,OIND020213,2025-09-02,3,Delhi,In Transit
DIS020214,OIND020214,2025-09-03,2,Mumbai,Delivered
DIS020215,OIND020215,2025-09-04,2,Bangalore,In Transit
DIS020216,OIND020216,2025-09-05,2,Pune,In Transit
DIS020217,OIND020217,2025-09-06,3,Pune,In Transit
DIS020218,OIND020218,2025-09-07,3,Mumbai,Shipped
DIS020219,OIND020219,2025-09-08,4,Pune,Delivered
DIS020220,OIND020220,2025-09-09,1,Delhi,Delivered
DIS020221,OIND020221,2025-09-10,3,Mumbai,In Transit
DIS020222,OIND020222,2025-09-11,1,Pune,Shipped
DIS020223,OIND020223,2025-09-12,3,Hyderabad,Delivered
DIS020224,OIND020224,2025-09-13,1,Pune,Delivered
DIS020225,OIND020225,2025-09-14,4,Bangalore,Delivered
DIS020226,OIND020226,2025-09-15,3,Delhi,Shipped
DIS020227,OIND020227,2025-09-16,1,Bangalore,In Transit
DIS020228,OIND020228,2025-09-17,2,Chennai,In Transit
DIS020229,OIND020229,2025-09-18,2,Bangalore,In Transit
DIS020230,OIND020230,2025-09-19,1,Pune,In Transit
DIS020231,OIND020231,2025-09-20,2,Pune,Delivered
DIS020232,OIND020232,2025-09-21,3,Hyderabad,Shipped
DIS020233,OIND020233,2025-09-22,2,Delhi,In Transit
DIS020234,OIND020234,2025-09-23,4,Bangalore,In Transit
DIS020235,OIND020235,2025-09-24,2,Pune,In Transit
DIS020236,OIND020236,2025-09-25,1,Hyderabad,Shipped
DIS020237,OIND020237,2025-09-26,4,Hyderabad,Delivered
DIS020238,OIND020238,2025-09-27,1,Pune,In Transit
DIS020239,OIND020239,2025-09-28,1,Mumbai,Delivered
DIS020240,OIND020240,2025-09-29,2,Hyderabad,Delivered
DIS020241,OIND020241,2025-09-30,3,Pune,Delivered
DIS020242,OIND020242,2025-10-01,1,Chennai,Shipped
DIS020243,OIND020243,2025-10-02,1,Pune,In Transit
DIS020244,OIND020244,2025-10-03,3,Bangalore,Shipped
DIS020245,OIND020245,2025-10-04,3,Delhi,Delivered
DIS020246,OIND020246,2025-10-05,4,Bangalore,In Transit
DIS020247,OIND020247,2025-10-06,4,Delhi,Delivered
DIS020248,OIND020248,2025-10-07,2,Hyderabad,In Transit
DIS020249,OIND020249,2025-10-08,2,Chennai,Shipped
DIS020250,OIND020250,2025-10-09,1,Chennai,In Transit
DIS020251,OIND020251,2025-10-10,3,Chennai,Shipped
DIS020252,OIND020252,2025-10-11,4,Pune,Delivered
DIS020253,OIND020253,2025-10-12,1,Chennai,Delivered
DIS020254,OIND020254,2025-10-13,2,Pune,In Transit
DIS020255,OIND020255,2025-10-14,1,Hyderabad,Delivered
DIS020256,OIND020256,2025-10-15,2,Mumbai,In Transit
DIS020257,OIND020257,2025-10-16,2,Pune,Delivered
DIS020258,OIND020258,2025-10-17,2,Mumbai,Shipped
DIS020259,OIND020259,2025-10-18,1,Delhi,Shipped
DIS020260,OIND020260,2025-10-19,1,Delhi,Shipped
DIS020261,OIND020261,2025-10-20,3,Hyderabad,Shipped
DIS020262,OIND020262,2025-10-21,2,Bangalore,Delivered
DIS020263,OIND020263,2025-10-22,1,Chennai,Delivered
DIS020264,OIND020264,2025-10-23,4,Delhi,In Transit
DIS020265,OIND020265,2025-10-24,3,Pune,In Transit
DIS020266,OIND020266,2025-10-25,2,Bangalore,Delivered
DIS020267,OIND020267,2025-10-26,3,Pune,Shipped
DIS020268,OIND020268,2025-10-27,2,Mumbai,In Transit
DIS020269,OIND020269,2025-10-28,1,Hyderabad,In Transit
DIS020270,OIND020270,2025-10-29,4,Chennai,In Transit
DIS020271,OIND020271,2025-10-30,1,Chennai,In Transit
DIS020272,OIND020272,2025-10-31,3,Chennai,Delivered
DIS020273,OIND020273,2025-11-01,3,Mumbai,Delivered
DIS020274,OIND020274,2025-11-02,2,Hyderabad,Shipped
DIS020275,OIND020275,2025-11-03,1,Pune,Shipped
DIS020276,OIND020276,2025-11-04,2,Pune,In Transit
DIS020277,OIND020277,2025-11-05,2,Mumbai,Delivered
DIS020278,OIND020278,2025-11-06,4,Hyderabad,Shipped
DIS020279,OIND020279,2025-11-07,2,Chennai,In Transit
DIS020280,OIND020280,2025-11-08,4,Delhi,Shipped
DIS020281,OIND020281,2025-11-09,2,Hyderabad,Delivered
DIS020282,OIND020282,2025-11-10,3,Hyderabad,In Transit
DIS020283,OIND020283,2025-11-11,1,Delhi,Shipped
DIS020284,OIND020284,2025-11-12,2,Pune,Shipped
DIS020285,OIND020285,2025-11-13,4,Pune,In Transit
DIS020286,OIND020286,2025-11-14,3,Hyderabad,Delivered
DIS020287,OIND020287,2025-11-15,3,Bangalore,In Transit
DIS020288,OIND020288,2025-11-16,2,Chennai,Delivered
DIS020289,OIND020289,2025-11-17,4,Pune,In Transit
DIS020290,OIND020290,2025-11-18,1,Bangalore,Delivered
DIS020291,OIND020291,2025-11-19,1,Bangalore,In Transit
DIS020292,OIND020292,2025-11-20,2,Delhi,Shipped
DIS020293,OIND020293,2025-11-21,1,Mumbai,In Transit
DIS020294,OIND020294,2025-11-22,3,Delhi,Shipped
DIS020295,OIND020295,2025-11-23,2,Mumbai,Delivered
DIS020296,OIND020296,2025-11-24,3,Delhi,Delivered
DIS020297,OIND020297,2025-11-25,3,Hyderabad,Delivered
DIS020298,OIND020298,2025-11-26,1,Hyderabad,Delivered
DIS020299,OIND020299,2025-11-27,2,Pune,Shipped
DIS020300,OIND020300,2025-11-28,2,Pune,Shipped
DIS020301,OIND020301,2025-11-29,3,Chennai,Shipped
DIS020302,OIND020302,2025-11-30,2,Mumbai,Delivered
DIS020303,OIND020303,2025-12-01,4,Mumbai,Shipped
DIS020304,OIND020304,2025-12-02,4,Hyderabad,Shipped
DIS020305,OIND020305,2025-12-03,2,Mumbai,Shipped
DIS020306,OIND020306,2025-12-04,2,Bangalore,Shipped
DIS020307,OIND020307,2025-12-05,1,Delhi,In Transit
DIS020308,OIND020308,2025-12-06,4,Mumbai,In Transit
DIS020309,OIND020309,2025-12-07,4,Mumbai,Shipped
DIS020310,OIND020310,2025-12-08,4,Bangalore,Shipped
DIS020311,OIND020311,2025-12-09,2,Mumbai,Shipped
DIS020312,OIND020312,2025-12-10,1,Pune,Delivered
DIS020313,OIND020313,2025-12-11,4,Pune,Delivered
DIS020314,OIND020314,2025-12-12,1,Chennai,Shipped
DIS020315,OIND020315,2025-12-13,2,Bangalore,In Transit
DIS020316,OIND020316,2025-12-14,4,Pune,In Transit
DIS020317,OIND020317,2025-12-15,4,Mumbai,Delivered
DIS020318,OIND020318,2025-12-16,4,Delhi,In Transit
DIS020319,OIND020319,2025-12-17,3,Hyderabad,In Transit
DIS020320,OIND020320,2025-12-18,1,Chennai,Delivered
DIS020321,OIND020321,2025-12-19,3,Chennai,Delivered
DIS020322,OIND020322,2025-12-20,4,Pune,Shipped
DIS020323,OIND020323,2025-12-21,2,Bangalore,Shipped
DIS020324,OIND020324,2025-12-22,1,Pune,Delivered
DIS020325,OIND020325,2025-12-23,4,Delhi,Shipped
DIS020326,OIND020326,2025-12-24,1,Hyderabad,Delivered
DIS020327,OIND020327,2025-12-25,1,Mumbai,Shipped
DIS020328,OIND020328,2025-12-26,1,Hyderabad,In Transit
DIS020329,OIND020329,2025-12-27,4,Delhi,Shipped
DIS020330,OIND020330,2025-12-28,3,Hyderabad,Shipped
DIS020331,OIND020331,2025-12-29,4,Hyderabad,In Transit
DIS020332,OIND020332,2025-12-30,3,Hyderabad,Shipped
DIS020333,OIND020333,2025-12-31,2,Hyderabad,In Transit
DIS020334,OIND020334,2026-01-01,1,Hyderabad,Shipped
DIS020335,OIND020335,2026-01-02,4,Chennai,In Transit
DIS020336,OIND020336,2026-01-03,2,Bangalore,Delivered
DIS020337,OIND020337,2026-01-04,3,Pune,In Transit
DIS020338,OIND020338,2026-01-05,2,Pune,Delivered
DIS020339,OIND020339,2026-01-06,3,Pune,In Transit
DIS020340,OIND020340,2026-01-07,3,Chennai,Shipped
DIS020341,OIND020341,2026-01-08,1,Pune,Delivered
DIS020342,OIND020342,2026-01-09,1,Delhi,In Transit
DIS020343,OIND020343,2026-01-10,2,Bangalore,Shipped
DIS020344,OIND020344,2026-01-11,4,Hyderabad,Shipped
DIS020345,OIND020345,2026-01-12,3,Bangalore,Shipped
DIS020346,OIND020346,2026-01-13,1,Delhi,In Transit
DIS020347,OIND020347,2026-01-14,4,Pune,Delivered
DIS020348,OIND020348,2026-01-15,4,Delhi,Delivered
DIS020349,OIND020349,2026-01-16,2,Delhi,Shipped
DIS020350,OIND020350,2026-01-17,4,Chennai,Shipped
DIS020351,OIND020351,2026-01-18,3,Delhi,In Transit
DIS020352,OIND020352,2026-01-19,3,Chennai,Shipped
DIS020353,OIND020353,2026-01-20,2,Hyderabad,Delivered
DIS020354,OIND020354,2026-01-21,4,Delhi,Delivered
DIS020355,OIND020355,2026-01-22,1,Delhi,In Transit
DIS020356,OIND020356,2026-01-23,3,Chennai,Delivered
DIS020357,OIND020357,2026-01-24,3,Pune,In Transit
DIS020358,OIND020358,2026-01-25,3,Delhi,Delivered
DIS020359,OIND020359,2026-01-26,1,Pune,Shipped
DIS020360,OIND020360,2026-01-27,1,Bangalore,Delivered
DIS020361,OIND020361,2026-01-28,3,Pune,Delivered
DIS020362,OIND020362,2026-01-29,4,Hyderabad,Delivered
DIS020363,OIND020363,2026-01-30,2,Hyderabad,In Transit
DIS020364,OIND020364,2026-01-31,4,Pune,In Transit
DIS020365,OIND020365,2026-02-01,4,Delhi,Shipped
DIS020366,OIND020366,2026-02-02,2,Hyderabad,Delivered
DIS020367,OIND020367,2026-02-03,1,Hyderabad,Shipped
DIS020368,OIND020368,2026-02-04,1,Delhi,Shipped
DIS020369,OIND020369,2026-02-05,2,Bangalore,Shipped
DIS020370,OIND020370,2026-02-06,1,Chennai,Delivered
DIS020371,OIND020371,2026-02-07,1,Chennai,Delivered
DIS020372,OIND020372,2026-02-08,2,Delhi,Shipped
DIS020373,OIND020373,2026-02-09,4,Chennai,Delivered
DIS020374,OIND020374,2026-02-10,2,Pune,Shipped
DIS020375,OIND020375,2026-02-11,3,Hyderabad,Delivered
DIS020376,OIND020376,2026-02-12,2,Delhi,Delivered
DIS020377,OIND020377,2026-02-13,1,Mumbai,Delivered
DIS020378,OIND020378,2026-02-14,1,Mumbai,Delivered
DIS020379,OIND020379,2026-02-15,1,Mumbai,Shipped
DIS020380,OIND020380,2026-02-16,4,Delhi,Shipped
DIS020381,OIND020381,2026-02-17,1,Chennai,In Transit
DIS020382,OIND020382,2026-02-18,2,Bangalore,Delivered
DIS020383,OIND020383,2026-02-19,1,Mumbai,Delivered
DIS020384,OIND020384,2026-02-20,1,Hyderabad,Delivered
DIS020385,OIND020385,2026-02-21,2,Hyderabad,Shipped
DIS020386,OIND020386,2026-02-22,3,Delhi,Shipped
DIS020387,OIND020387,2026-02-23,1,Mumbai,In Transit
DIS020388,OIND020388,2026-02-24,1,Hyderabad,Delivered
DIS020389,OIND020389,2026-02-25,4,Chennai,Shipped
DIS020390,OIND020390,2026-02-26,4,Chennai,In Transit
DIS020391,OIND020391,2026-02-27,2,Hyderabad,Shipped
DIS020392,OIND020392,2026-02-28,3,Delhi,Delivered
DIS020393,OIND020393,2026-03-01,3,Mumbai,In Transit
DIS020394,OIND020394,2026-03-02,4,Hyderabad,Shipped
DIS020395,OIND020395,2026-03-03,4,Hyderabad,Delivered
DIS020396,OIND020396,2026-03-04,2,Pune,Shipped
DIS020397,OIND020397,2026-03-05,3,Pune,In Transit
DIS020398,OIND020398,2026-03-06,2,Mumbai,In Transit
DIS020399,OIND020399,2026-03-07,2,Hyderabad,Delivered
DIS020400,OIND020400,2026-03-08,1,Pune,Shipped
DIS020401,OIND020401,2026-03-09,1,Chennai,Delivered
DIS020402,OIND020402,2026-03-10,2,Delhi,In Transit
DIS020403,OIND020403,2026-03-11,3,Pune,Shipped
DIS020404,OIND020404,2026-03-12,3,Hyderabad,Shipped
DIS020405,OIND020405,2026-03-13,1,Chennai,Shipped
DIS020406,OIND020406,2026-03-14,1,Mumbai,Shipped
DIS020407,OIND020407,2026-03-15,4,Mumbai,Delivered
DIS020408,OIND020408,2026-03-16,1,Mumbai,Delivered
DIS020409,OIND020409,2026-03-17,1,Chennai,Delivered
DIS020410,OIND020410,2026-03-18,2,Chennai,In Transit
DIS020411,OIND020411,2026-03-19,4,Hyderabad,In Transit
DIS020412,OIND020412,2026-03-20,2,Delhi,Shipped
DIS020413,OIND020413,2026-03-21,3,Chennai,In Transit
DIS020414,OIND020414,2026-03-22,1,Hyderabad,Shipped
DIS020415,OIND020415,2026-03-23,1,Hyderabad,Shipped
DIS020416,OIND020416,2026-03-24,2,Delhi,Shipped
DIS020417,OIND020417,2026-03-25,4,Delhi,Delivered
DIS020418,OIND020418,2026-03-26,2,Mumbai,Shipped
DIS020419,OIND020419,2026-03-27,1,Bangalore,Shipped
DIS020420,OIND020420,2026-03-28,3,Bangalore,In Transit
DIS020421,OIND020421,2026-03-29,3,Delhi,Delivered
DIS020422,OIND020422,2026-03-30,1,Chennai,In Transit
DIS020423,OIND020423,2026-03-31,3,Hyderabad,Delivered
DIS020424,OIND020424,2026-04-01,1,Hyderabad,Delivered
DIS020425,OIND020425,2026-04-02,3,Bangalore,In Transit
DIS020426,OIND020426,2026-04-03,3,Chennai,Shipped
DIS020427,OIND020427,2026-04-04,2,Chennai,Delivered
DIS020428,OIND020428,2026-04-05,3,Chennai,Shipped
DIS020429,OIND020429,2026-04-06,1,Bangalore,In Transit
DIS020430,OIND020430,2026-04-07,4,Pune,Delivered
DIS020431,OIND020431,2026-04-08,4,Bangalore,Delivered
DIS020432,OIND020432,2026-04-09,2,Chennai,In Transit
DIS020433,OIND020433,2026-04-10,2,Pune,Shipped
DIS020434,OIND020434,2026-04-11,3,Pune,In Transit
DIS020435,OIND020435,2026-04-12,4,Pune,In Transit
DIS020436,OIND020436,2026-04-13,3,Pune,Delivered
DIS020437,OIND020437,2026-04-14,2,Delhi,In Transit
DIS020438,OIND020438,2026-04-15,4,Bangalore,In Transit
DIS020439,OIND020439,2026-04-16,4,Hyderabad,Delivered
DIS020440,OIND020440,2026-04-17,1,Mumbai,Shipped
DIS020441,OIND020441,2026-04-18,1,Mumbai,Shipped
